Key,da,en,zh
5231,oplysninger,Message,信息
5232,Skabelon,Message Template,模板
5233,attribut,Properties,属性
5234,søg,Search,搜索
5235,可用功能,See all available options,Tilgængeligeunktioner
5236,tid,Time Stamp,时间
5237,at give tilladelse,Authorization,授权
5238,unormal,Exception,异常
5239,Eksportér til Excel,Export Excel,导出 Excel
5240,Eksport mislykkedes,Export fail,导出失败
5241,Eksport vellykket,Export Success,导出成功
5242,niveau,Level,级别
5243,journal,Logs,日志
5244,niveau,Logs Level,级别
5245,oplysninger,Message,信息
5246,Skabelon,Message Template,模板
5247,attribut,Properties,属性
5248,søg,Search,搜索
5249,可用功能,See all available options,Tilgængeligeunktioner
5250,tid,Time Stamp,时间
5251,at give tilladelse,Authorization,授权
5252,unormal,Exception,异常
5253,Eksportér til Excel,Export Excel,导出 Excel
5254,Eksport mislykkedes,Export fail,导出失败
5255,Eksport vellykket,Export Success,导出成功
5256,niveau,Level,级别
5257,journal,Logs,日志
5258,niveau,Logs Level,级别
5259,oplysninger,Message,信息
5260,Skabelon,Message Template,模板
5261,attribut,Properties,属性
5262,søg,Search,搜索
5263,可用功能,See all available options,Tilgængeligeunktioner
5264,tid,Time Stamp,时间
5265,at give tilladelse,Authorization,授权
5266,unormal,Exception,异常
5267,Eksportér til Excel,Export Excel,导出 Excel
5268,Eksport mislykkedes,Export fail,导出失败
5269,Eksport vellykket,Export Success,导出成功
5270,niveau,Level,级别
5271,journal,Logs,日志
5272,niveau,Logs Level,级别
5273,oplysninger,Message,信息
5274,Skabelon,Message Template,模板
5275,attribut,Properties,属性
5276,søg,Search,搜索
5277,可用功能,See all available options,Tilgængeligeunktioner
5278,tid,Time Stamp,时间
5279,at give tilladelse,Authorization,授权
5280,unormal,Exception,异常
5281,Eksportér til Excel,Export Excel,导出 Excel
5282,Eksport mislykkedes,Export fail,导出失败
5283,Eksport vellykket,Export Success,导出成功
5284,niveau,Level,级别
5285,journal,Logs,日志
5286,niveau,Logs Level,级别
5287,oplysninger,Message,信息
5288,Skabelon,Message Template,模板
5289,attribut,Properties,属性
5290,søg,Search,搜索
5291,可用功能,See all available options,Tilgængeligeunktioner
5292,tid,Time Stamp,时间
5293,at give tilladelse,Authorization,授权
5294,unormal,Exception,异常
5295,Eksportér til Excel,Export Excel,导出 Excel
5296,Eksport mislykkedes,Export fail,导出失败
5297,Eksport vellykket,Export Success,导出成功
5298,niveau,Level,级别
5299,journal,Logs,日志
5300,niveau,Logs Level,级别
5301,oplysninger,Message,信息
5302,Skabelon,Message Template,模板
5303,attribut,Properties,属性
5304,søg,Search,搜索
5305,可用功能,See all available options,Tilgængeligeunktioner
5306,tid,Time Stamp,时间
5307,at give tilladelse,Authorization,授权
5308,unormal,Exception,异常
5309,Eksportér til Excel,Export Excel,导出 Excel
5310,Eksport mislykkedes,Export fail,导出失败
5311,Eksport vellykket,Export Success,导出成功
5312,niveau,Level,级别
5313,journal,Logs,日志
5314,niveau,Logs Level,级别
5315,oplysninger,Message,信息
5316,Skabelon,Message Template,模板
5317,attribut,Properties,属性
5318,søg,Search,搜索
5319,可用功能,See all available options,Tilgængeligeunktioner
5320,tid,Time Stamp,时间
5321,at give tilladelse,Authorization,授权
5322,unormal,Exception,异常
5323,Eksportér til Excel,Export Excel,导出 Excel
5324,Eksport mislykkedes,Export fail,导出失败
5325,Eksport vellykket,Export Success,导出成功
5326,niveau,Level,级别
5327,journal,Logs,日志
5328,niveau,Logs Level,级别
5329,oplysninger,Message,信息
5330,Skabelon,Message Template,模板
5331,attribut,Properties,属性
5332,søg,Search,搜索
5333,可用功能,See all available options,Tilgængeligeunktioner
5334,tid,Time Stamp,时间
5335,at give tilladelse,Authorization,授权
5336,unormal,Exception,异常
5337,Eksportér til Excel,Export Excel,导出 Excel
5338,Eksport mislykkedes,Export fail,导出失败
5339,Eksport vellykket,Export Success,导出成功
5340,niveau,Level,级别
5341,journal,Logs,日志
5342,niveau,Logs Level,级别
5343,oplysninger,Message,信息
5344,Skabelon,Message Template,模板
5345,attribut,Properties,属性
5346,søg,Search,搜索
5347,可用功能,See all available options,Tilgængeligeunktioner
5348,tid,Time Stamp,时间
5349,at give tilladelse,Authorization,授权
5350,unormal,Exception,异常
5351,Eksportér til Excel,Export Excel,导出 Excel
5352,Eksport mislykkedes,Export fail,导出失败
5353,Eksport vellykket,Export Success,导出成功
5354,niveau,Level,级别
5355,journal,Logs,日志
5356,niveau,Logs Level,级别
5357,oplysninger,Message,信息
5358,Skabelon,Message Template,模板
5359,attribut,Properties,属性
5360,søg,Search,搜索
5361,可用功能,See all available options,Tilgængeligeunktioner
5362,tid,Time Stamp,时间
5363,at give tilladelse,Authorization,授权
5364,unormal,Exception,异常
5365,Eksportér til Excel,Export Excel,导出 Excel
5366,Eksport mislykkedes,Export fail,导出失败
5367,Eksport vellykket,Export Success,导出成功
5368,niveau,Level,级别
5369,journal,Logs,日志
5370,niveau,Logs Level,级别
5371,oplysninger,Message,信息
5372,Skabelon,Message Template,模板
5373,attribut,Properties,属性
5374,søg,Search,搜索
5375,可用功能,See all available options,Tilgængeligeunktioner
5376,tid,Time Stamp,时间
5377,at give tilladelse,Authorization,授权
5378,unormal,Exception,异常
5379,Eksportér til Excel,Export Excel,导出 Excel
5380,Eksport mislykkedes,Export fail,导出失败
5381,Eksport vellykket,Export Success,导出成功
5382,niveau,Level,级别
5383,journal,Logs,日志
5384,niveau,Logs Level,级别
5385,oplysninger,Message,信息
5386,Skabelon,Message Template,模板
5387,attribut,Properties,属性
5388,søg,Search,搜索
5389,可用功能,See all available options,Tilgængeligeunktioner
5390,tid,Time Stamp,时间
5391,at give tilladelse,Authorization,授权
5392,unormal,Exception,异常
5393,Eksportér til Excel,Export Excel,导出 Excel
5394,Eksport mislykkedes,Export fail,导出失败
5395,Eksport vellykket,Export Success,导出成功
5396,niveau,Level,级别
5397,journal,Logs,日志
5398,niveau,Logs Level,级别
5399,oplysninger,Message,信息
5400,Skabelon,Message Template,模板
5401,attribut,Properties,属性
5402,søg,Search,搜索
5403,可用功能,See all available options,Tilgængeligeunktioner
5404,tid,Time Stamp,时间
5405,at give tilladelse,Authorization,授权
5406,unormal,Exception,异常
5407,Eksportér til Excel,Export Excel,导出 Excel
5408,Eksport mislykkedes,Export fail,导出失败
5409,Eksport vellykket,Export Success,导出成功
5410,niveau,Level,级别
5411,journal,Logs,日志
5412,niveau,Logs Level,级别
5413,oplysninger,Message,信息
5414,Skabelon,Message Template,模板
5415,attribut,Properties,属性
5416,søg,Search,搜索
5417,可用功能,See all available options,Tilgængeligeunktioner
5418,tid,Time Stamp,时间
5419,at give tilladelse,Authorization,授权
5420,unormal,Exception,异常
5421,Eksportér til Excel,Export Excel,导出 Excel
5422,Eksport mislykkedes,Export fail,导出失败
5423,Eksport vellykket,Export Success,导出成功
5424,niveau,Level,级别
5425,journal,Logs,日志
5426,niveau,Logs Level,级别
5427,oplysninger,Message,信息
5428,Skabelon,Message Template,模板
5429,attribut,Properties,属性
5430,søg,Search,搜索
5431,可用功能,See all available options,Tilgængeligeunktioner
5432,tid,Time Stamp,时间
5433,at give tilladelse,Authorization,授权
5434,unormal,Exception,异常
5435,Eksportér til Excel,Export Excel,导出 Excel
5436,Eksport mislykkedes,Export fail,导出失败
5437,Eksport vellykket,Export Success,导出成功
5438,niveau,Level,级别
5439,journal,Logs,日志
5440,niveau,Logs Level,级别
5441,oplysninger,Message,信息
5442,Skabelon,Message Template,模板
5443,attribut,Properties,属性
5444,søg,Search,搜索
5445,可用功能,See all available options,Tilgængeligeunktioner
5446,tid,Time Stamp,时间
5447,at give tilladelse,Authorization,授权
5448,unormal,Exception,异常
5449,Eksportér til Excel,Export Excel,导出 Excel
5450,Eksport mislykkedes,Export fail,导出失败
5451,Eksport vellykket,Export Success,导出成功
5452,niveau,Level,级别
5453,journal,Logs,日志
5454,niveau,Logs Level,级别
5455,oplysninger,Message,信息
5456,Skabelon,Message Template,模板
5457,attribut,Properties,属性
5458,søg,Search,搜索
5459,可用功能,See all available options,Tilgængeligeunktioner
5460,tid,Time Stamp,时间
5461,at give tilladelse,Authorization,授权
5462,unormal,Exception,异常
5463,Eksportér til Excel,Export Excel,导出 Excel
5464,Eksport mislykkedes,Export fail,导出失败
5465,Eksport vellykket,Export Success,导出成功
5466,niveau,Level,级别
5467,journal,Logs,日志
5468,niveau,Logs Level,级别
5469,oplysninger,Message,信息
5470,Skabelon,Message Template,模板
5471,attribut,Properties,属性
5472,søg,Search,搜索
5473,可用功能,See all available options,Tilgængeligeunktioner
5474,tid,Time Stamp,时间
5475,at give tilladelse,Authorization,授权
5476,unormal,Exception,异常
5477,Eksportér til Excel,Export Excel,导出 Excel
5478,Eksport mislykkedes,Export fail,导出失败
5479,Eksport vellykket,Export Success,导出成功
5480,niveau,Level,级别
5481,journal,Logs,日志
5482,niveau,Logs Level,级别
5483,oplysninger,Message,信息
5484,Skabelon,Message Template,模板
5485,attribut,Properties,属性
5486,søg,Search,搜索
5487,可用功能,See all available options,Tilgængeligeunktioner
5488,tid,Time Stamp,时间
5489,at give tilladelse,Authorization,授权
5490,unormal,Exception,异常
5491,Eksportér til Excel,Export Excel,导出 Excel
5492,Eksport mislykkedes,Export fail,导出失败
5493,Eksport vellykket,Export Success,导出成功
5494,niveau,Level,级别
5495,journal,Logs,日志
5496,niveau,Logs Level,级别
5497,oplysninger,Message,信息
5498,Skabelon,Message Template,模板
5499,attribut,Properties,属性
5500,søg,Search,搜索
5501,可用功能,See all available options,Tilgængeligeunktioner
5502,tid,Time Stamp,时间
5503,at give tilladelse,Authorization,授权
5504,unormal,Exception,异常
5505,Eksportér til Excel,Export Excel,导出 Excel
5506,Eksport mislykkedes,Export fail,导出失败
5507,Eksport vellykket,Export Success,导出成功
5508,niveau,Level,级别
5509,journal,Logs,日志
5510,niveau,Logs Level,级别
5511,oplysninger,Message,信息
5512,Skabelon,Message Template,模板
5513,attribut,Properties,属性
5514,søg,Search,搜索
5515,可用功能,See all available options,Tilgængeligeunktioner
5516,tid,Time Stamp,时间
5517,at give tilladelse,Authorization,授权
5518,unormal,Exception,异常
5519,Eksportér til Excel,Export Excel,导出 Excel
5520,Eksport mislykkedes,Export fail,导出失败
5521,Eksport vellykket,Export Success,导出成功
5522,niveau,Level,级别
5523,journal,Logs,日志
5524,niveau,Logs Level,级别
5525,oplysninger,Message,信息
5526,Skabelon,Message Template,模板
5527,attribut,Properties,属性
5528,søg,Search,搜索
5529,可用功能,See all available options,Tilgængeligeunktioner
5530,tid,Time Stamp,时间
5531,at give tilladelse,Authorization,授权
5532,unormal,Exception,异常
5533,Eksportér til Excel,Export Excel,导出 Excel
5534,Eksport mislykkedes,Export fail,导出失败
5535,Eksport vellykket,Export Success,导出成功
5536,niveau,Level,级别
5537,journal,Logs,日志
5538,niveau,Logs Level,级别
5539,oplysninger,Message,信息
5540,Skabelon,Message Template,模板
5541,attribut,Properties,属性
5542,søg,Search,搜索
5543,可用功能,See all available options,Tilgængeligeunktioner
5544,tid,Time Stamp,时间
5545,at give tilladelse,Authorization,授权
5546,unormal,Exception,异常
5547,Eksportér til Excel,Export Excel,导出 Excel
5548,Eksport mislykkedes,Export fail,导出失败
5549,Eksport vellykket,Export Success,导出成功
5550,niveau,Level,级别
5551,journal,Logs,日志
5552,niveau,Logs Level,级别
5553,oplysninger,Message,信息
5554,Skabelon,Message Template,模板
5555,attribut,Properties,属性
5556,søg,Search,搜索
5557,可用功能,See all available options,Tilgængeligeunktioner
5558,tid,Time Stamp,时间
5559,at give tilladelse,Authorization,授权
5560,unormal,Exception,异常
5561,Eksportér til Excel,Export Excel,导出 Excel
5562,Eksport mislykkedes,Export fail,导出失败
5563,Eksport vellykket,Export Success,导出成功
5564,niveau,Level,级别
5565,journal,Logs,日志
5566,niveau,Logs Level,级别
5567,oplysninger,Message,信息
5568,Skabelon,Message Template,模板
5569,attribut,Properties,属性
5570,søg,Search,搜索
5571,可用功能,See all available options,Tilgængeligeunktioner
5572,tid,Time Stamp,时间
5573,at give tilladelse,Authorization,授权
5574,unormal,Exception,异常
5575,Eksportér til Excel,Export Excel,导出 Excel
5576,Eksport mislykkedes,Export fail,导出失败
5577,Eksport vellykket,Export Success,导出成功
5578,niveau,Level,级别
5579,journal,Logs,日志
5580,niveau,Logs Level,级别
5581,oplysninger,Message,信息
5582,Skabelon,Message Template,模板
5583,attribut,Properties,属性
5584,søg,Search,搜索
5585,可用功能,See all available options,Tilgængeligeunktioner
5586,tid,Time Stamp,时间
5587,at give tilladelse,Authorization,授权
5588,unormal,Exception,异常
5589,Eksportér til Excel,Export Excel,导出 Excel
5590,Eksport mislykkedes,Export fail,导出失败
5591,Eksport vellykket,Export Success,导出成功
5592,niveau,Level,级别
5593,journal,Logs,日志
5594,niveau,Logs Level,级别
5595,oplysninger,Message,信息
5596,Skabelon,Message Template,模板
5597,attribut,Properties,属性
5598,søg,Search,搜索
5599,可用功能,See all available options,Tilgængeligeunktioner
5600,tid,Time Stamp,时间
5601,at give tilladelse,Authorization,授权
5602,unormal,Exception,异常
5603,Eksportér til Excel,Export Excel,导出 Excel
5604,Eksport mislykkedes,Export fail,导出失败
5605,Eksport vellykket,Export Success,导出成功
5606,niveau,Level,级别
5607,journal,Logs,日志
5608,niveau,Logs Level,级别
5609,oplysninger,Message,信息
5610,Skabelon,Message Template,模板
5611,attribut,Properties,属性
5612,søg,Search,搜索
5613,可用功能,See all available options,Tilgængeligeunktioner
5614,tid,Time Stamp,时间
5615,at give tilladelse,Authorization,授权
5616,unormal,Exception,异常
5617,Eksportér til Excel,Export Excel,导出 Excel
5618,Eksport mislykkedes,Export fail,导出失败
5619,Eksport vellykket,Export Success,导出成功
5620,niveau,Level,级别
5621,journal,Logs,日志
5622,niveau,Logs Level,级别
5623,oplysninger,Message,信息
5624,Skabelon,Message Template,模板
5625,attribut,Properties,属性
5626,søg,Search,搜索
5627,可用功能,See all available options,Tilgængeligeunktioner
5628,tid,Time Stamp,时间
5629,at give tilladelse,Authorization,授权
5630,unormal,Exception,异常
5631,Eksportér til Excel,Export Excel,导出 Excel
5632,Eksport mislykkedes,Export fail,导出失败
5633,Eksport vellykket,Export Success,导出成功
5634,niveau,Level,级别
